portfolio_size,run,std_dev,mean_return
8,6,0.1403906066503719,1.0549355518812134
9,6,0.14255038062515296,1.054195347847844
10,6,0.13080234677037184,1.0534651836888613
11,6,0.12850075554259935,1.0573642535373173
12,6,0.12745465147223836,1.0547775439280493
13,6,0.1271674623382677,1.0518400787035682
14,6,0.12654992647529564,1.0515551341082583
15,6,0.12197676494048108,1.0504229929373612
16,6,0.11853493089238844,1.0498179716325542
17,6,0.11928306344840071,1.0517336834899333
18,6,0.12121672760574526,1.0542433859396623
19,6,0.12192753330857643,1.0509543215244677
20,6,0.12478313384168228,1.0497527029051796
21,6,0.12480692614281404,1.0489000947303566
22,6,0.1215778167864896,1.0481068822663797
23,6,0.12339797618148261,1.0501651949598603
24,6,0.12547227273725617,1.0503676958411774
25,6,0.12421639341797554,1.0480667734971438
26,6,0.12464642269888915,1.0479793056693814
